study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_words,reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,Testtext.started,test_textbox.started,text.started,testmouse.started,Testtext.stopped,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
marble,10,10,0,1.006666667,0.9312589,,,,,,,,,,,,0,10,10,3,,,,,15.3537551,,15.3425377,15.3537551,15.3537551,16.288789,1.006666667,0.9312589,,,,,,,,,,,,,,,,Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
case,11,11,0,1.006666667,1.0338619,,,,,,,,,,,,0,11,11,10,,,,,16.3044461,,16.2920478,16.3044461,16.3044461,17.33965,1.006666667,1.0338619,,,,,,,,,,,,,,,,Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
cruise,12,12,0,1.006666667,1.1020662,,,,,,,,,,,,0,12,12,11,,,,,17.3568493,,17.3421783,17.3568493,17.3568493,18.4579906,1.006666667,1.1020662,,,,,,,,,,,,,,,,Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
board,13,13,0,1.006666667,0.7973454,,,,,,,,,,,,0,13,13,4,,,,,18.4739394,,18.4619178,18.4739394,18.4739394,19.2774382,1.006666667,0.7973454,,,,,,,,,,,,,,,,Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
book,14,14,0,1.006666667,1.298746,,,,,,,,,,,,0,14,14,0,,,,,19.2912086,,19.2799339,19.2912086,19.2912086,20.5942736,1.006666667,1.298746,,,,,,,,,,,,,,,,Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,0,0,0,,,p_nc_l,pencil,new,"pencil
",[np.float64(0.08666666666666667)],[np.float64(-0.285)],[1],[0],[0],[13.410527599975467],['text'],,,,,0,0,0,16,20.6113766,,,,,,,,20.6024274,20.6113766,20.6113766,20.6113766,0.0081443,30.6234114,34.0132663,"pencil
",[np.float64(0.08666666666666667)],[np.float64(-0.285)],[1],[0],[0],[13.410527599975467],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,1,1,0,,,bo_t_e,bottle,new,bottle,[np.float64(0.0525)],[np.float64(-0.2966666666666667)],[1],[0],[0],[4.482168800022919],['text'],,,,,0,1,1,18,34.0308367,,,,,,,,34.0167503,34.0308367,34.0308367,34.0308367,0.0033008,,38.4992428,bottle,[np.float64(0.0525)],[np.float64(-0.2966666666666667)],[1],[0],[0],[4.482168800022919],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,2,2,0,,,k_y_,keys,old ,kiyl,[np.float64(0.0008333333333333334)],[np.float64(-0.2875)],[1],[0],[0],[8.103867300029378],['text'],,,,,0,2,2,8,38.5137395,,,,,,,,38.502131,38.5137395,38.5137395,38.5137395,0.0027147,,46.6063697,kiyl,[np.float64(0.0008333333333333334)],[np.float64(-0.2875)],[1],[0],[0],[8.103867300029378],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,3,3,0,,,_a_bl_,marble,old ,marble,[np.float64(0.0008333333333333334)],[np.float64(-0.2825)],[1],[0],[0],[5.704616500006523],['text'],,,,,0,3,3,11,46.6224491,,,,,,,,46.6091909,46.6224491,46.6224491,46.6224491,0.0026286,,52.3141159,marble,[np.float64(0.0008333333333333334)],[np.float64(-0.2825)],[1],[0],[0],[5.704616500006523],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,4,4,0,,,_oo_,book,old ,root,[np.float64(0.015833333333333335)],[np.float64(-0.30083333333333334)],[1],[0],[0],[5.386792799981777],['text'],,,,,0,4,4,13,52.3294926,,,,,,,,52.3172078,52.3294926,52.3294926,52.3294926,0.0029117,,57.7044174,root,[np.float64(0.015833333333333335)],[np.float64(-0.30083333333333334)],[1],[0],[0],[5.386792799981777],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,5,5,0,,,_ho_e,phone,old ,tho,[np.float64(0.024166666666666666)],[np.float64(-0.29083333333333333)],[1],[0],[0],[12.042152400012128],['text'],,,,,0,5,5,12,57.7189065,,,,,,,,57.7070482,57.7189065,57.7189065,57.7189065,0.0024705,67.7289358,69.7495262,tho,[np.float64(0.024166666666666666)],[np.float64(-0.29083333333333333)],[1],[0],[0],[12.042152400012128],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,6,6,0,,,_o_rd,board,old ,sowrd,"[np.float64(-0.013333333333333334), np.float64(-0.005)]","[np.float64(-0.2683333333333333), np.float64(-0.295)]","[1, 1]","[0, 0]","[0, 0]","[15.362839099951088, 16.348085399949923]","[None, 'text']",,,,,0,6,6,10,69.7644713,,,,,,,,69.7529058,69.7644713,69.7644713,69.7644713,0.0032219,79.7751591,86.1013877,sowrd,"[np.float64(-0.013333333333333334), np.float64(-0.005)]","[np.float64(-0.2683333333333333), np.float64(-0.295)]","[1, 1]","[0, 0]","[0, 0]","[15.362839099951088, 16.348085399949923]","[None, 'text']",Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,7,7,0,,,_ou_e,mouse,old ,mouse,[np.float64(0.025833333333333333)],[np.float64(-0.31166666666666665)],[1],[0],[0],[3.198681400041096],['text'],,,,,0,7,7,3,86.1189684,,,,,,,,86.1053307,86.1189684,86.1189684,86.1189684,0.0037956,,89.3044733,mouse,[np.float64(0.025833333333333333)],[np.float64(-0.31166666666666665)],[1],[0],[0],[3.198681400041096],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,8,8,0,,,c_s_,case,old ,case,[np.float64(-0.0175)],[np.float64(-0.27416666666666667)],[1],[0],[0],[3.7184809999889694],['text'],,,,,0,8,8,5,89.3197685,,,,,,,,89.3069904,89.3197685,89.3197685,89.3197685,0.0023979,,93.0258226,case,[np.float64(-0.0175)],[np.float64(-0.27416666666666667)],[1],[0],[0],[3.7184809999889694],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,9,9,0,,,p_st_r,poster,old ,poster,[np.float64(-0.004166666666666667)],[np.float64(-0.285)],[1],[0],[0],[3.066144600044936],['text'],,,,,0,9,9,9,93.0399939,,,,,,,,93.0284318,93.0399939,93.0399939,93.0399939,0.0024362,,96.0949059,poster,[np.float64(-0.004166666666666667)],[np.float64(-0.285)],[1],[0],[0],[3.066144600044936],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,10,10,0,,,c_m_ra,camera,new,camera,[np.float64(0.015)],[np.float64(-0.3)],[1],[0],[0],[5.5535711999982595],['text'],,,,,0,10,10,19,96.1095919,,,,,,,,96.0978466,96.1095919,96.1095919,96.1095919,0.0027815,,101.651799,camera,[np.float64(0.015)],[np.float64(-0.3)],[1],[0],[0],[5.5535711999982595],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,11,11,0,,,p_s_ry,pastry,old ,pastry,[np.float64(0.0075)],[np.float64(-0.30416666666666664)],[1],[0],[0],[3.1333869000081904],['text'],,,,,0,11,11,4,101.665771,,,,,,,,101.6547986,101.665771,101.665771,101.665771,0.0028471,,104.7885757,pastry,[np.float64(0.0075)],[np.float64(-0.30416666666666664)],[1],[0],[0],[3.1333869000081904],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,12,12,0,,,l_pt_p,laptop,old ,laptop,[np.float64(-0.015)],[np.float64(-0.31)],[1],[0],[0],[3.332337700005155],['text'],,,,,0,12,12,0,104.8026971,,,,,,,,104.7915965,104.8026971,104.8026971,104.8026971,0.0028697,,108.1243297,laptop,[np.float64(-0.015)],[np.float64(-0.31)],[1],[0],[0],[3.332337700005155],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,13,13,0,,,_ru_se,cruise,old ,cruise,[np.float64(0.0025)],[np.float64(-0.28583333333333333)],[1],[0],[0],[3.7012430999893695],['text'],,,,,0,13,13,6,108.1393849,,,,,,,,108.1273934,108.1393849,108.1393849,108.1393849,0.0029182,,111.8290661,cruise,[np.float64(0.0025)],[np.float64(-0.28583333333333333)],[1],[0],[0],[3.7012430999893695],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,14,14,0,,,t_hi_t,tshirt,old ,t,[np.float64(-0.03333333333333333)],[np.float64(-0.2891666666666667)],[1],[0],[0],[10.65699610003503],['text'],,,,,0,14,14,2,111.8448107,,,,,,,,111.8330192,111.8448107,111.8448107,111.8448107,0.0037769,121.8545464,122.4904873,t,[np.float64(-0.03333333333333333)],[np.float64(-0.2891666666666667)],[1],[0],[0],[10.65699610003503],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,15,15,0,,,_ha_t,chart,old ,chaat,[np.float64(-0.014166666666666666)],[np.float64(-0.30583333333333335)],[1],[0],[0],[9.191358999989461],['text'],,,,,0,15,15,1,122.5054117,,,,,,,,122.4933421,122.5054117,122.5054117,122.5054117,0.0027165,,131.6850056,chaat,[np.float64(-0.014166666666666666)],[np.float64(-0.30583333333333335)],[1],[0],[0],[9.191358999989461],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,16,16,0,,,P_li_e,police,old ,police,[np.float64(0.02666666666666667)],[np.float64(-0.3025)],[1],[0],[0],[6.13374499999918],['text'],,,,,0,16,16,7,131.6993772,,,,,,,,131.6894573,131.6993772,131.6993772,131.6993772,0.0043573,,137.823686,police,[np.float64(0.02666666666666667)],[np.float64(-0.3025)],[1],[0],[0],[6.13374499999918],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,17,17,0,,,ta_l_,table,new,tails,[np.float64(0.015833333333333335)],[np.float64(-0.3075)],[1],[0],[0],[4.1675607999786735],['text'],,,,,0,17,17,15,137.8394418,,,,,,,,137.8265645,137.8394418,137.8394418,137.8394418,0.0027339,,141.9946017,tails,[np.float64(0.015833333333333335)],[np.float64(-0.3075)],[1],[0],[0],[4.1675607999786735],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,18,18,0,,,v_s_,vase,new,vase,[np.float64(0.0075)],[np.float64(-0.30916666666666665)],[1],[0],[0],[3.8490460999892093],['text'],,,,,0,18,18,17,142.0094812,,,,,,,,141.9990183,142.0094812,142.0094812,142.0094812,0.0042277,,145.8484804,vase,[np.float64(0.0075)],[np.float64(-0.30916666666666665)],[1],[0],[0],[3.8490460999892093],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
,19,19,0,,,c_s_io_,cushion,old ,cushion,[np.float64(-0.04416666666666667)],[np.float64(-0.30583333333333335)],[1],[0],[0],[9.426794600032736],['text'],,,,,0,19,19,14,145.8644929,,,,,,,,145.8514075,145.8644929,145.8644929,145.8644929,0.0027287,,155.2785953,cushion,[np.float64(-0.04416666666666667)],[np.float64(-0.30583333333333335)],[1],[0],[0],[9.426794600032736],['text'],Subject03,1,2025-10-19_16h27.29.454,word_priming,,2025.1.1,60.02606333,2025-10-19 16h30.32.403502 +0530
